candidate_idx,candidate_score,item_id,canonical_id,desired_basis,observed_basis,relation,confidence,item_score
4,0.30222222222222217,e2_g1_gpt54mini_001,e2_g1,A,B-dominant,conflict-like,high,0.06
4,0.30222222222222217,e2_g1_gemini_001,e2_g1,A,Both,conflict-like,high,0.6599999999999999
4,0.30222222222222217,g1_h4_qwen_001,g1_h4,B,A-dominant,conflict-like,high,0.06
4,0.30222222222222217,g1_h4_gpt54mini_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
4,0.30222222222222217,g1_h4_gemini_001,g1_h4,B,A-dominant,conflict-like,high,0.06
5,0.29296296296296287,s1_e1_qwen_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_e1_gpt54mini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_e1_gemini_001,s1_e1,B,A-dominant,conflict-like,high,0.06
5,0.29296296296296287,s1_e4_qwen_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_e4_gpt54mini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_e4_gemini_001,s1_e4,B,A-dominant,conflict-like,high,0.06
5,0.29296296296296287,s1_e5_qwen_001,s1_e5,A,B-dominant,conflict-like,high,0.06
5,0.29296296296296287,s1_e5_gpt54mini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_e5_gemini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s2_e1_qwen_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s2_e1_gpt54mini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s2_e1_gemini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s2_e2_qwen_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s2_e2_gpt54mini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s2_e2_gemini_001,s2_e2,B,A-dominant,conflict-like,high,0.06
5,0.29296296296296287,s4_e2_qwen_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s4_e2_gpt54mini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s4_e2_gemini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_g4_qwen_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_g4_gpt54mini_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,s1_g4_gemini_001,s1_g4,A,A-dominant,conflict-like,high,1.0
5,0.29296296296296287,e2_g1_qwen_001,e2_g1,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,e2_g1_gpt54mini_001,e2_g1,A,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,e2_g1_gemini_001,e2_g1,A,Both,conflict-like,high,0.6599999999999999
5,0.29296296296296287,g1_h4_qwen_001,g1_h4,B,A-dominant,conflict-like,high,0.06
5,0.29296296296296287,g1_h4_gpt54mini_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
5,0.29296296296296287,g1_h4_gemini_001,g1_h4,B,A-dominant,conflict-like,high,0.06
6,0.30222222222222217,s1_e1_qwen_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_e1_gpt54mini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_e1_gemini_001,s1_e1,B,A-dominant,conflict-like,high,0.06
6,0.30222222222222217,s1_e4_qwen_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_e4_gpt54mini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_e4_gemini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_e5_qwen_001,s1_e5,A,B-dominant,conflict-like,high,0.06
6,0.30222222222222217,s1_e5_gpt54mini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_e5_gemini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s2_e1_qwen_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s2_e1_gpt54mini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s2_e1_gemini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s2_e2_qwen_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s2_e2_gpt54mini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s2_e2_gemini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s4_e2_qwen_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s4_e2_gpt54mini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s4_e2_gemini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_g4_qwen_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_g4_gpt54mini_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,s1_g4_gemini_001,s1_g4,A,A-dominant,conflict-like,high,1.0
6,0.30222222222222217,e2_g1_qwen_001,e2_g1,A,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,e2_g1_gpt54mini_001,e2_g1,A,B-dominant,conflict-like,high,0.06
6,0.30222222222222217,e2_g1_gemini_001,e2_g1,A,Both,conflict-like,high,0.6599999999999999
6,0.30222222222222217,g1_h4_qwen_001,g1_h4,B,A-dominant,conflict-like,high,0.06
6,0.30222222222222217,g1_h4_gpt54mini_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
6,0.30222222222222217,g1_h4_gemini_001,g1_h4,B,A-dominant,conflict-like,high,0.06
7,0.27444444444444427,s1_e1_qwen_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_e1_gpt54mini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_e1_gemini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_e4_qwen_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_e4_gpt54mini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_e4_gemini_001,s1_e4,B,A-dominant,conflict-like,high,0.06
7,0.27444444444444427,s1_e5_qwen_001,s1_e5,A,B-dominant,conflict-like,high,0.06
7,0.27444444444444427,s1_e5_gpt54mini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_e5_gemini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s2_e1_qwen_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s2_e1_gpt54mini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s2_e1_gemini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s2_e2_qwen_001,s2_e2,B,B-dominant,conflict-like,high,1.0
7,0.27444444444444427,s2_e2_gpt54mini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s2_e2_gemini_001,s2_e2,B,Both,conflict-like,high,0.6599999999999999
7,0.27444444444444427,s4_e2_qwen_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s4_e2_gpt54mini_001,s4_e2,A,B-dominant,conflict-like,high,0.06
7,0.27444444444444427,s4_e2_gemini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_g4_qwen_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,s1_g4_gpt54mini_001,s1_g4,A,B-dominant,conflict-like,high,0.06
7,0.27444444444444427,s1_g4_gemini_001,s1_g4,A,B-dominant,conflict-like,high,0.06
7,0.27444444444444427,e2_g1_qwen_001,e2_g1,A,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,e2_g1_gpt54mini_001,e2_g1,A,B-dominant,conflict-like,high,0.06
7,0.27444444444444427,e2_g1_gemini_001,e2_g1,A,B-dominant,conflict-like,high,0.06
7,0.27444444444444427,g1_h4_qwen_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,g1_h4_gpt54mini_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
7,0.27444444444444427,g1_h4_gemini_001,g1_h4,B,A-dominant,conflict-like,high,0.06
8,0.30222222222222217,s1_e1_qwen_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_e1_gpt54mini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_e1_gemini_001,s1_e1,B,A-dominant,conflict-like,high,0.06
8,0.30222222222222217,s1_e4_qwen_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_e4_gpt54mini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_e4_gemini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_e5_qwen_001,s1_e5,A,B-dominant,conflict-like,high,0.06
8,0.30222222222222217,s1_e5_gpt54mini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_e5_gemini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s2_e1_qwen_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s2_e1_gpt54mini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s2_e1_gemini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s2_e2_qwen_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s2_e2_gpt54mini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s2_e2_gemini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s4_e2_qwen_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s4_e2_gpt54mini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s4_e2_gemini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_g4_qwen_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_g4_gpt54mini_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,s1_g4_gemini_001,s1_g4,A,A-dominant,conflict-like,high,1.0
8,0.30222222222222217,e2_g1_qwen_001,e2_g1,A,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,e2_g1_gpt54mini_001,e2_g1,A,B-dominant,conflict-like,high,0.06
8,0.30222222222222217,e2_g1_gemini_001,e2_g1,A,Both,conflict-like,high,0.6599999999999999
8,0.30222222222222217,g1_h4_qwen_001,g1_h4,B,A-dominant,conflict-like,high,0.06
8,0.30222222222222217,g1_h4_gpt54mini_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
8,0.30222222222222217,g1_h4_gemini_001,g1_h4,B,A-dominant,conflict-like,high,0.06
9,0.30703703703703694,s1_e1_qwen_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_e1_gpt54mini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_e1_gemini_001,s1_e1,B,A-dominant,conflict-like,high,0.06
9,0.30703703703703694,s1_e4_qwen_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_e4_gpt54mini_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_e4_gemini_001,s1_e4,B,A-dominant,conflict-like,high,0.06
9,0.30703703703703694,s1_e5_qwen_001,s1_e5,A,B-dominant,conflict-like,high,0.06
9,0.30703703703703694,s1_e5_gpt54mini_001,s1_e5,A,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_e5_gemini_001,s1_e5,A,B-dominant,conflict-like,high,0.06
9,0.30703703703703694,s2_e1_qwen_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s2_e1_gpt54mini_001,s2_e1,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s2_e1_gemini_001,s2_e1,B,B-dominant,conflict-like,high,1.0
9,0.30703703703703694,s2_e2_qwen_001,s2_e2,B,B-dominant,conflict-like,high,1.0
9,0.30703703703703694,s2_e2_gpt54mini_001,s2_e2,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s2_e2_gemini_001,s2_e2,B,A-dominant,conflict-like,high,0.06
9,0.30703703703703694,s4_e2_qwen_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s4_e2_gpt54mini_001,s4_e2,A,B-dominant,conflict-like,high,0.06
9,0.30703703703703694,s4_e2_gemini_001,s4_e2,A,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_g4_qwen_001,s1_g4,A,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,s1_g4_gpt54mini_001,s1_g4,A,B-dominant,conflict-like,high,0.06
9,0.30703703703703694,s1_g4_gemini_001,s1_g4,A,A-dominant,conflict-like,high,1.0
9,0.30703703703703694,e2_g1_qwen_001,e2_g1,A,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,e2_g1_gpt54mini_001,e2_g1,A,B-dominant,conflict-like,high,0.06
9,0.30703703703703694,e2_g1_gemini_001,e2_g1,A,Both,conflict-like,high,0.6599999999999999
9,0.30703703703703694,g1_h4_qwen_001,g1_h4,B,A-dominant,conflict-like,high,0.06
9,0.30703703703703694,g1_h4_gpt54mini_001,g1_h4,B,Underdetermined,indifference-like,high,0.31
9,0.30703703703703694,g1_h4_gemini_001,g1_h4,B,A-dominant,conflict-like,high,0.06
10,0.30703703703703694,s1_e1_qwen_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
10,0.30703703703703694,s1_e1_gpt54mini_001,s1_e1,B,Underdetermined,indifference-like,high,0.31
10,0.30703703703703694,s1_e1_gemini_001,s1_e1,B,A-dominant,conflict-like,high,0.06
10,0.30703703703703694,s1_e4_qwen_001,s1_e4,B,Underdetermined,indifference-like,high,0.31
